problem_id,year,version,problem_num,contest_label,slug,problem_url,contest_url,category
78,2002,B,3,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
79,2002,B,4,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
80,2002,B,5,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
81,2002,B,6,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Counting & Probability
82,2002,B,7,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Number Theory
83,2002,B,8,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
84,2002,B,9,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
85,2002,B,10,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
86,2002,B,11,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
87,2002,B,12,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
88,2002,B,13,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
89,2002,B,14,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
90,2002,B,15,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Number Theory
91,2002,B,16,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_16,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Counting & Probability
92,2002,B,17,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_17,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
93,2002,B,18,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_18,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
94,2002,B,19,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_19,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
95,2002,B,20,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_20,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
96,2002,B,21,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_21,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
97,2002,B,22,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_22,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
98,2002,B,23,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_23,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
99,2002,B,24,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_24,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Geometry
100,2002,B,25,2002 AMC 10B,2002_AMC_10B,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems/Problem_25,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10B_Problems,Algebra
101,2002,P,1,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
102,2002,P,2,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
103,2002,P,3,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Number Theory
104,2002,P,4,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Geometry
105,2002,P,5,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
106,2002,P,6,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Geometry
107,2002,P,7,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Geometry
108,2002,P,8,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
109,2002,P,9,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
110,2002,P,10,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
111,2002,P,11,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Number Theory
112,2002,P,12,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
113,2002,P,13,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
114,2002,P,14,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Geometry
115,2002,P,15,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
116,2002,P,16,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_16,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
117,2002,P,17,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_17,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
118,2002,P,18,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_18,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
119,2002,P,19,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_19,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
120,2002,P,20,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_20,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
121,2002,P,21,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_21,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
122,2002,P,22,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_22,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Counting & Probability
123,2002,P,23,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_23,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
124,2002,P,24,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_24,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
125,2002,P,25,2002 AMC 10P,2002_AMC_10P,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems/Problem_25,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10P_Problems,Algebra
126,2003,A,1,2003 AMC 10A,2003_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems,Number Theory
127,2003,A,2,2003 AMC 10A,2003_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems,Counting & Probability
128,2003,A,3,2003 AMC 10A,2003_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2003_AMC_10A_Problems,Geometry
